position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the 2nd Scottish Parliament,Tommy Sheridan,Q542330,2003-05-01,2006-09-03,male,1964-03-07,,TommySheridan2007.jpg,Tommy Sheridan
Member of the 2nd Scottish Parliament,Rhona Brankin,Q544064,2003-05-01,2007-04-02,female,1950-01-19,,Rhona Brankin.jpg,Rhona Brankin
Member of the 2nd Scottish Parliament,Sarah Boyack,Q544089,2003-05-01,2007-04-02,female,1961-05-16,,Sarah Boyack MSP.jpg,Sarah Boyack
Member of the 2nd Scottish Parliament,Eleanor Scott,Q544686,2003-05-01,2007-04-02,female,1951-07-23,,Eleanor scott (13338173734).jpg,Eleanor Scott
Member of the 2nd Scottish Parliament,Johann Lamont,Q544698,2003-05-01,2007-04-02,female,1957-07-11,,Johann Lamont 2019.png,Johann Lamont
Member of the 2nd Scottish Parliament,Cathie Craigie,Q544715,2003-05-01,2007-04-02,female,1954-04-14,,Cathy Craigie.jpg,Cathie Craigie
Member of the 2nd Scottish Parliament,Jackie Baillie,Q544729,2003-05-01,2007-04-02,female,1964-01-15,,Jackie Baillie 2018.png,Jackie Baillie
Member of the 2nd Scottish Parliament,Annabel Goldie,Q544742,2003-05-01,2007-04-02,female,1950-02-27,,Official portrait of Baroness Goldie crop 2.jpg,Annabel Goldie
Member of the 2nd Scottish Parliament,Susan Deacon,Q544755,2003-05-01,2007-04-02,female,1964-02-02,,Susan Deacon.jpg,Susan Deacon
Member of the 2nd Scottish Parliament,Fergus Ewing,Q559022,2003-05-01,2007-04-02,male,1957-09-23,,"Cabinet Secretary for the Rural Economy and Connectivity, Fergus Ewing.png",Fergus Ewing
Member of the 2nd Scottish Parliament,Alex Fergusson,Q559046,2003-05-01,2007-04-02,male,1949-04-08,2018-07-31,AlexFergussonMSP20110511.jpg,Alex Fergusson (politician)
Member of the 2nd Scottish Parliament,Bruce Crawford,Q559391,2003-05-01,2007-04-02,male,1955-02-16,,BruceCrawfordMSP20110509.JPG,Bruce Crawford
Member of the 2nd Scottish Parliament,Stewart Stevenson,Q559613,2003-05-01,2007-04-02,male,1946-10-15,,StewartStevensonMSP20110510.JPG,Stewart Stevenson
Member of the 2nd Scottish Parliament,Rob Gibson,Q563410,2003-05-01,2007-04-02,male,1945-10-10,,RobGibsonMSP20110510.JPG,Rob Gibson
Member of the 2nd Scottish Parliament,Brian Adam,Q570298,2003-05-01,2007-04-02,male,1948-06-10,2013-04-25,BrianAdamMSP20070509.jpg,Brian Adam
Member of the 2nd Scottish Parliament,John Swinburne,Q588571,2003-05-01,2007-04-02,male,1930-07-04,2017-10-01,,John Swinburne (Scottish politician)
Member of the 2nd Scottish Parliament,Hugh Henry,Q5931093,2003-05-01,2007-04-02,male,1952-02-12,,HughHenryMSP20110510.JPG,Hugh Henry
Member of the 2nd Scottish Parliament,Alasdair Morgan,Q662910,2003-05-01,2007-04-02,male,1945-04-21,,,Alasdair Morgan
Member of the 2nd Scottish Parliament,Nanette Milne,Q6963426,2003-05-01,2007-04-02,female,1942-04-27,,NanetteMilneMSP20110509.JPG,Nanette Milne
Member of the 2nd Scottish Parliament,Cathy Jamieson,Q727460,2003-05-01,2007-04-02,female,1956-11-03,,Cathy Jamieson.jpg,Cathy Jamieson
Member of the 2nd Scottish Parliament,Janis Hughes,Q780646,2003-05-01,2007-04-02,female,1958-05-01,,,Janis Hughes
Member of the 2nd Scottish Parliament,Tom McCabe,Q7816757,2003-05-01,2007-04-02,male,1954-04-28,2015-04-19,Tom McCabe.jpg,Tom McCabe
Member of the 2nd Scottish Parliament,Bill Aitken,Q861907,2003-05-01,2007-04-02,male,1947-04-15,,,Bill Aitken (politician)
Member of the 2nd Scottish Parliament,Bill Butler,Q861989,2003-05-01,2007-04-02,male,1956-03-30,,Bb3-billbutler.jpg,Bill Butler (politician)
Member of the 2nd Scottish Parliament,Scott Barrie,Q912525,2003-05-01,2007-04-02,male,1962-03-10,,,Scott Barrie
Member of the 2nd Scottish Parliament,Brian Monteith,Q912776,2003-05-01,2005-11-08,male,1958-01-08,,,Brian Monteith
Member of the 2nd Scottish Parliament,Bristow Muldoon,Q917995,2003-05-01,2007-04-02,male,1964-03-19,,Bristow Muldoon - 2014-10-30 - Andy Mabbett.jpg,Bristow Muldoon
Member of the 2nd Scottish Parliament,George Lyon,Q956623,2003-05-01,2007-04-02,male,1956-07-16,,George Lyon MEP at Bournemouth 2009.jpg,George Lyon (Scottish politician)
Member of the 2nd Scottish Parliament,Kenny MacAskill,Q983174,2003-05-01,2007-04-02,male,1958-04-28,,"Kenny MacAskill, Cabinet Secretary for Justice (2).jpg",Kenny MacAskill
Member of the 2nd Scottish Parliament,Bruce McFee,Q991741,2003-05-01,2007-04-02,male,1961-05-18,2021-09-09,,Bruce McFee
Member of the 2nd Scottish Parliament,George Reid,Q334480,2003-05-07,2007-04-02,male,1939-06-04,,George reid msp.jpg,George Reid (Scottish politician)
Member of the 2nd Scottish Parliament,Campbell Martin,Q1030471,2004-07-10,2007-04-02,male,1960-03-10,,,Campbell Martin
Member of the 2nd Scottish Parliament,Andrew Arbuckle,Q503626,2005-01-10,2007-04-02,male,1944-04-12,,,Andrew Arbuckle
Member of the 2nd Scottish Parliament,Derek Brownlee,Q1200005,2005-06-17,2007-04-02,male,1974-08-10,,,Derek Brownlee
Member of the 2nd Scottish Parliament,Charlie Gordon,Q1064575,2005-09-29,2007-04-02,male,1951-10-28,,,Charlie Gordon
Member of the 2nd Scottish Parliament,Brian Monteith,Q912776,2005-11-08,2007-04-02,male,1958-01-08,,,Brian Monteith
Member of the 2nd Scottish Parliament,Dave Petrie,Q1176111,2006-04-07,2007-04-02,male,1946-12-10,2011-08-31,,Dave Petrie
Member of the 2nd Scottish Parliament,Maureen Watt,Q540381,2006-04-07,2007-04-02,female,1951-06-23,,MaureenWatt20110507.JPG,Maureen Watt
Member of the 2nd Scottish Parliament,Richard Lochhead,Q1490268,2006-04-27,2007-04-02,male,1969-05-24,,RichardLochhead MSP.jpg,Richard Lochhead
Member of the 2nd Scottish Parliament,Rosemary Byrne,Q1439779,2006-09-03,2007-04-02,female,1948-03-03,,,Rosemary Byrne
Member of the 2nd Scottish Parliament,Tommy Sheridan,Q542330,2006-09-03,2007-04-02,male,1964-03-07,,TommySheridan2007.jpg,Tommy Sheridan
Member of the 3rd Scottish Parliament,Cathy Peattie,Q1051152,2007-05-03,2011-03-22,female,1951-11-24,,Cathey Peattie (Scottish politician).jpg,Cathy Peattie
Member of the 3rd Scottish Parliament,Charlie Gordon,Q1064575,2007-05-03,2011-03-22,male,1951-10-28,,,Charlie Gordon
Member of the 3rd Scottish Parliament,Alex Salmond,Q10652,2007-05-03,2011-03-22,male,1954-12-31,,"Alex Salmond, First Minister of Scotland (cropped).jpg",Alex Salmond
Member of the 3rd Scottish Parliament,Christina McKelvie,Q1083222,2007-05-03,2011-03-22,female,1968-03-04,,"Minister for Equalities and Older People, Christina McKelvie (51190914710).jpg",Christina McKelvie
Member of the 3rd Scottish Parliament,Christopher Harvie,Q1086721,2007-05-03,2011-03-22,male,1944-09-21,,,Christopher Harvie
Member of the 3rd Scottish Parliament,David McLetchie,Q1175613,2007-05-03,2011-03-22,male,1952-08-06,2013-08-12,DavidMcLetchieMSP20110509.JPG,David McLetchie
Member of the 3rd Scottish Parliament,David Stewart,Q1176741,2007-05-03,2011-03-22,male,1956-05-05,,DaveStewartMSPPortrait.jpg,David Stewart (Scottish politician)
Member of the 3rd Scottish Parliament,Dave Thompson,Q1176844,2007-05-03,2011-03-22,male,1949-09-20,,DaveThompsonMSP20120629.jpg,Dave Thompson (Scottish politician)
Member of the 3rd Scottish Parliament,David Whitton,Q1177153,2007-05-03,2011-03-22,male,1952-04-22,,,David Whitton
Member of the 3rd Scottish Parliament,Derek Brownlee,Q1200005,2007-05-03,2011-03-22,male,1974-08-10,,,Derek Brownlee
Member of the 3rd Scottish Parliament,Des McNulty,Q1200458,2007-05-03,2011-03-22,male,1952-07-28,,Des McNulty.jpg,Des McNulty
Member of the 3rd Scottish Parliament,Michael Matheson,Q121780,2007-05-03,2011-03-22,male,1970-09-08,,MichaelMathesonMSP20110507.JPG,Michael Matheson (politician)
Member of the 3rd Scottish Parliament,John Farquhar Munro,Q1225080,2007-05-03,2011-03-22,male,1934-08-26,2014-01-26,Iain Fearchar Rothach aig SMO.jpg,John Farquhar Munro
Member of the 3rd Scottish Parliament,Jackson Carlaw,Q1231522,2007-05-03,2011-03-22,male,1959-04-12,,JacksonCarlawMSP.jpg,Jackson Carlaw
Member of the 3rd Scottish Parliament,Jim Tolson,Q1247554,2007-05-03,2011-03-22,male,1965-05-26,,Jim Tolson.jpg,Jim Tolson
Member of the 3rd Scottish Parliament,Duncan McNeil,Q1265439,2007-05-03,2011-03-22,male,1950-09-07,,DuncanMcNeilMSP20110511.JPG,Duncan McNeil
Member of the 3rd Scottish Parliament,Mary Mulligan,Q1267804,2007-05-03,2011-03-22,female,1960-02-12,,MaryMulligan.jpg,Mary Mulligan
Member of the 3rd Scottish Parliament,Marilyn Livingstone,Q1281543,2007-05-03,2011-03-22,female,1952-09-30,,,Marilyn Livingstone
Member of the 3rd Scottish Parliament,Marlyn Glen,Q1285630,2007-05-03,2011-03-22,female,1951-09-30,,Marlyn-Glen.jpg,Marlyn Glen
Member of the 3rd Scottish Parliament,Jack McConnell,Q132040,2007-05-03,2011-03-22,male,1960-06-30,,"Official portrait of Lord McConnell of Glenscorrodale crop 2, 2019.jpg",Jack McConnell
Member of the 3rd Scottish Parliament,Elaine Murray,Q1324826,2007-05-03,2011-03-22,female,1954-12-22,,ElaineMurrayMSP20110510.JPG,Elaine Murray
Member of the 3rd Scottish Parliament,Tavish Scott,Q1339371,2007-05-03,2011-03-22,male,1966-05-06,,Tavish Scott MSP at Bournemouth.jpg,Tavish Scott
Member of the 3rd Scottish Parliament,Karen Whitefield,Q1344022,2007-05-03,2011-03-22,female,1970-01-08,,KarenWhitefield.jpg,Karen Whitefield
Member of the 3rd Scottish Parliament,Helen Eadie,Q1396732,2007-05-03,2011-03-22,female,1947-03-07,2013-11-09,HelenEadieMSPPortrait.jpg,Helen Eadie
Member of the 3rd Scottish Parliament,Fiona Hyslop,Q1418512,2007-05-03,2011-03-22,female,1964-08-01,,Fiona Hyslop (26485977214).jpg,Fiona Hyslop
Member of the 3rd Scottish Parliament,Iain Gray,Q1421398,2007-05-03,2011-03-22,male,1957-06-07,,IainGrayMSP20110510.JPG,Iain Gray
Member of the 3rd Scottish Parliament,Mike Rumbles,Q1436381,2007-05-03,2011-03-22,male,1956-06-10,,Mike Rumbles.jpg,Mike Rumbles
Member of the 3rd Scottish Parliament,Frank McAveety,Q1443752,2007-05-03,2011-03-22,male,1962-07-27,,Frank McAveety MSP (cropped).jpg,Frank McAveety
Member of the 3rd Scottish Parliament,Richard Lochhead,Q1490268,2007-05-03,2011-03-22,male,1969-05-24,,RichardLochhead MSP.jpg,Richard Lochhead
Member of the 3rd Scottish Parliament,Gavin Brown,Q1496418,2007-05-03,2011-03-22,male,1975-06-04,,Gavin Brown.JPG,Gavin Brown (politician)
Member of the 3rd Scottish Parliament,"George Foulkes, Baron Foulkes of Cumnock",Q1507362,2007-05-03,2011-03-22,male,1942-01-21,,"Official portrait of Lord Foulkes of Cumnock crop 2, 2019.jpg","George Foulkes, Baron Foulkes of Cumnock"
Member of the 3rd Scottish Parliament,Alex Neil,Q1515752,2007-05-03,2011-03-22,male,1951-08-22,,AlexNeilMSP20110507.jpg,Alex Neil (politician)
Member of the 3rd Scottish Parliament,James Kelly,Q1519985,2007-05-03,2011-03-22,male,1963-10-23,,JamesKellyMSPPortrait.jpg,James Kelly (Scottish politician)
Member of the 3rd Scottish Parliament,Joe FitzPatrick,Q1612012,2007-05-03,2011-03-22,male,1967-04-01,,JoeFitzPatrickMSP20110511.JPG,Joe FitzPatrick
Member of the 3rd Scottish Parliament,Hugh O'Donnell,Q1634500,2007-05-03,2011-03-22,male,1952-05-01,,,Hugh O'Donnell (politician)
Member of the 3rd Scottish Parliament,Iain Smith,Q1655380,2007-05-03,2011-03-22,male,1960-05-01,,Iain smith.jpg,Iain Smith (Scottish politician)
Member of the 3rd Scottish Parliament,Irene Oldfather,Q1672558,2007-05-03,2011-03-22,female,1954,,,Irene Oldfather
Member of the 3rd Scottish Parliament,Jamie McGrigor,Q1680794,2007-05-03,2011-03-22,male,1949-10-19,,JamieMcGrigorMSP20110509.JPG,Jamie McGrigor
Member of the 3rd Scottish Parliament,Jamie Hepburn,Q1681399,2007-05-03,2011-03-22,male,1979-05-21,,JamieHepburnMSP20110511.JPG,Jamie Hepburn
Member of the 3rd Scottish Parliament,Jamie Stone,Q1681420,2007-05-03,2011-03-22,male,1954-06-16,,Official portrait of Jamie Stone MP crop 2.jpg,Jamie Stone (politician)
Member of the 3rd Scottish Parliament,Jeremy Purvis,Q1687620,2007-05-03,2011-03-22,male,1974-01-15,,Lord Purvuis.jpg,Jeremy Purvis
Member of the 3rd Scottish Parliament,Jim Hume,Q1689118,2007-05-03,2011-03-22,male,1962-11-04,,JimHumeMSP20110510.JPG,Jim Hume
Member of the 3rd Scottish Parliament,Jim Mather,Q1689144,2007-05-03,2011-03-22,male,1947-03-06,,"Jim Mather, Minister for Enterprise, Energy and Tourism (1).jpg",Jim Mather
Member of the 3rd Scottish Parliament,Liam McArthur,Q1691804,2007-05-03,2011-03-22,male,1967-08-08,,LiamMcArthurMSP20110510.JPG,Liam McArthur
Member of the 3rd Scottish Parliament,John Lamont,Q1700778,2007-05-03,2011-03-22,male,1976-04-15,,Official portrait of John Lamont crop 2.jpg,John Lamont
Member of the 3rd Scottish Parliament,John Park,Q1701321,2007-05-03,2011-03-22,male,1973-09-14,,John-Park-MSP.jpg,John Park (politician)
Member of the 3rd Scottish Parliament,John Scott,Q1701702,2007-05-03,2011-03-22,male,1951-06-07,,JohnScottMSP20110509.JPG,John Scott (MSP)
Member of the 3rd Scottish Parliament,John Wilson,Q1702190,2007-05-03,2011-03-22,male,1956-11-28,,JohnWilsonMSP.jpg,John Wilson (Scottish Green politician)
Member of the 3rd Scottish Parliament,Stewart Maxwell,Q1710696,2007-05-03,2011-03-22,male,1963-12-24,,StewartMaxwellMSP20110507.JPG,Stewart Maxwell
Member of the 3rd Scottish Parliament,Karen Gillon,Q1729243,2007-05-03,2011-03-22,female,1967-08-18,,KarenGillon.jpg,Karen Gillon
Member of the 3rd Scottish Parliament,Keith Brown,Q1738042,2007-05-03,2011-03-22,male,1961-12-20,,Keith Brown (26487692243).jpg,Keith Brown (Scottish politician)
Member of the 3rd Scottish Parliament,Ken Macintosh,Q1738887,2007-05-03,2011-03-22,male,1962-01-15,,Ken Macintosh 2021.jpg,Ken Macintosh
Member of the 3rd Scottish Parliament,Nigel Don,Q181224,2007-05-03,2011-03-22,male,1954-04-16,,NigelDonMSP20110507.JPG,Nigel Don
Member of the 3rd Scottish Parliament,Lewis Macdonald,Q1822125,2007-05-03,2011-03-22,male,1957-01-01,,LewisMacdonaldMSP20110510.JPG,Lewis Macdonald
Member of the 3rd Scottish Parliament,Malcolm Chisholm,Q1886983,2007-05-03,2011-03-22,male,1949-03-07,,Malcolm Chisholm.jpg,Malcolm Chisholm
Member of the 3rd Scottish Parliament,Margaret Mitchell,Q1894872,2007-05-03,2011-03-22,female,1952-11-15,,MargaretMitchellMSP20120529.jpg,Margaret Mitchell (Scottish politician)
Member of the 3rd Scottish Parliament,Margaret Smith,Q1894898,2007-05-03,2011-03-22,female,1961-02-18,,Margaret-SmithMSP.jpg,Margaret Smith (Scottish politician)
Member of the 3rd Scottish Parliament,Mary Scanlon,Q1906394,2007-05-03,2011-03-22,female,1947-05-25,,MaryScanlonMSP20110509.JPG,Mary Scanlon (Scottish politician)
Member of the 3rd Scottish Parliament,Michael Russell,Q1929110,2007-05-03,2011-03-22,male,1953-08-09,,Mike Russell SNP Conference.jpg,Michael Russell (Scottish politician)
Member of the 3rd Scottish Parliament,Mike Pringle,Q1933434,2007-05-03,2011-03-22,male,1945-12-25,,,Mike Pringle (politician)
Member of the 3rd Scottish Parliament,Murdo Fraser,Q1953630,2007-05-03,2011-03-22,male,1965-09-05,,MurdoFraserMSP20110510.JPG,Murdo Fraser
Member of the 3rd Scottish Parliament,Gil Paterson,Q200615,2007-05-03,2011-03-22,male,1942-11-11,,GilPatersonMSP20110510.JPG,Gil Paterson
Member of the 3rd Scottish Parliament,Robin Harper,Q202002,2007-05-03,2011-03-22,male,1940-08-04,,RobinHarper.jpg,Robin Harper
Member of the 3rd Scottish Parliament,Patricia Ferguson,Q2057182,2007-05-03,2011-03-22,female,1958-09-24,,PatriciaFergusonMSPPortrait.jpg,Patricia Ferguson
Member of the 3rd Scottish Parliament,Trish Godman,Q2057190,2007-05-03,2011-03-22,female,1939-10-31,2019-07-21,,Trish Godman
Member of the 3rd Scottish Parliament,Patrick Harvie,Q2057654,2007-05-03,2011-03-22,male,1973-03-18,,Patrick Harvie 2021.jpg,Patrick Harvie
Member of the 3rd Scottish Parliament,Paul Martin,Q2061163,2007-05-03,2011-03-22,male,1967-03-17,,PaulMartinMSP20110511.JPG,Paul Martin (Scottish politician)
Member of the 3rd Scottish Parliament,Pauline McNeill,Q2063795,2007-05-03,2011-03-22,female,1962-09-12,,Pauline McNeill.jpg,Pauline McNeill
Member of the 3rd Scottish Parliament,Peter Peacock,Q2077496,2007-05-03,2011-03-22,male,1952-05-27,,Peter Peacock.jpg,Peter Peacock
Member of the 3rd Scottish Parliament,Richard Baker,Q2149018,2007-05-03,2011-03-22,male,1974-05-29,,Richard Baker MSP.jpg,Richard Baker (Scottish politician)
Member of the 3rd Scottish Parliament,Richard Simpson,Q2150619,2007-05-03,2011-03-22,male,1942-10-22,,RichardSimpsonMSP20110511.JPG,Richard Simpson (Scottish politician)
Member of the 3rd Scottish Parliament,Robert Brown,Q2156625,2007-05-03,2011-03-22,male,1947-12-25,,Robert Brown (Scottish Government).jpg,Robert Brown (Scottish politician)
Member of the 3rd Scottish Parliament,Ross Finnie,Q2167587,2007-05-03,2011-03-22,male,1947-02-11,,Ross Finnie.jpg,Ross Finnie
Member of the 3rd Scottish Parliament,Stefan Tymkewycz,Q2337825,2007-05-03,2007-08-31,male,1959-09-18,,,Stefan Tymkewycz
Member of the 3rd Scottish Parliament,Stuart McMillan,Q2357916,2007-05-03,2011-03-22,male,1972-05-06,,StuartMcMillanMSP20110510.JPG,Stuart McMillan
Member of the 3rd Scottish Parliament,Ted Brocklebank,Q2399744,2007-05-03,2011-03-22,male,1942-09-24,,,Ted Brocklebank
Member of the 3rd Scottish Parliament,Michael McMahon,Q2439870,2007-05-03,2011-03-22,male,1961-09-18,,MichaelMcMahon5715448629 0404153e04 o.jpg,Michael McMahon (Scottish politician)
Member of the 3rd Scottish Parliament,Ian McKee,Q252566,2007-05-03,2011-03-22,male,1940-04-02,,,Ian McKee
Member of the 3rd Scottish Parliament,Alex Johnstone,Q2641395,2007-05-03,2011-03-22,male,1961-07-31,2016-12-07,AlexJohnstoneMSP20110509.JPG,Alex Johnstone
Member of the 3rd Scottish Parliament,Alison McInnes,Q2647236,2007-05-03,2011-03-22,female,1957-07-17,,AlisonMcInnesMSP20110511.JPG,Alison McInnes
Member of the 3rd Scottish Parliament,Margaret Curran,Q291748,2007-05-03,2011-03-22,female,1958-11-24,,MargaretCurranMP.jpg,Margaret Curran
Member of the 3rd Scottish Parliament,Elaine Smith,Q305347,2007-05-03,2011-03-22,female,1963-05-07,,ElaineSmithMSPPortrait.jpg,Elaine Smith (Scottish politician)
Member of the 3rd Scottish Parliament,"Nicol Stephen, Baron Stephen",Q333630,2007-05-03,2011-03-22,male,1960-03-23,,Nicol Stephen.jpg,Nicol Stephen
Member of the 3rd Scottish Parliament,John Swinney,Q333811,2007-05-03,2011-03-22,male,1964-04-13,,Official Portrait of John Swinney.jpg,John Swinney
Member of the 3rd Scottish Parliament,Roseanna Cunningham,Q333953,2007-05-03,2011-03-22,female,1951-07-27,,Roseanna Cunningham.jpg,Roseanna Cunningham
Member of the 3rd Scottish Parliament,Andrew Welsh,Q334000,2007-05-03,2011-03-22,male,1944-04-19,2021-06-18,,Andrew Welsh (politician)
Member of the 3rd Scottish Parliament,Margo MacDonald,Q334376,2007-05-03,2011-03-22,female,1943-04-19,2014-04-04,MargoMacDonaldMSP20111121.jpg,Margo MacDonald
Member of the 3rd Scottish Parliament,Adam Ingram,Q349826,2007-05-03,2011-03-22,male,1951-05-01,,"Adam Ingram, Minister for Children and Early Years (2).jpg",Adam Ingram (SNP politician)
Member of the 3rd Scottish Parliament,Aileen Campbell,Q405017,2007-05-03,2011-03-22,female,1980-05-18,,Aileen Campbell MSP.jpg,Aileen Campbell
Member of the 3rd Scottish Parliament,Shona Robison,Q444675,2007-05-03,2011-03-22,female,1966-05-26,,"Cabinet Secretary, Shona Robison, 2021.jpg",Shona Robison
Member of the 3rd Scottish Parliament,Sandra White,Q466861,2007-05-03,2011-03-22,female,1951-08-17,,SandraWhiteMSP20110510.JPG,Sandra White
Member of the 3rd Scottish Parliament,Linda Fabiani,Q467097,2007-05-03,2011-03-22,female,1956-12-14,,Linda Fabiani.jpg,Linda Fabiani
Member of the 3rd Scottish Parliament,Christine Grahame,Q467108,2007-05-03,2011-03-22,female,1944-09-09,,ChristineGrahameMSP20110510.JPG,Christine Grahame
Member of the 3rd Scottish Parliament,Nicola Sturgeon,Q467112,2007-05-03,2011-03-22,female,1970-07-19,,Nicola Sturgeon election infobox 3.jpg,Nicola Sturgeon
Member of the 3rd Scottish Parliament,Wendy Alexander,Q511689,2007-05-03,2011-03-22,female,1963-06-27,,Wendy Alexander.jpg,Wendy Alexander
Member of the 3rd Scottish Parliament,Angela Constance,Q524077,2007-05-03,2011-03-22,female,1970-07-15,,"Minister for Drugs Policy, Angela Constance (51190061823).jpg",Angela Constance
Member of the 3rd Scottish Parliament,Willie Coffey,Q524532,2007-05-03,2011-03-22,male,1958-05-24,,WillieCoffeyMSP20120523.jpg,Willie Coffey
Member of the 3rd Scottish Parliament,Andy Kerr,Q526409,2007-05-03,2011-03-22,male,1962-03-17,,Andy Kerr.jpg,Andy Kerr (Scottish politician)
Member of the 3rd Scottish Parliament,Maureen Watt,Q540381,2007-05-03,2011-03-22,female,1951-06-23,,MaureenWatt20110507.JPG,Maureen Watt
Member of the 3rd Scottish Parliament,Tricia Marwick,Q540435,2007-05-03,2011-03-22,female,1953-11-05,,TriciaMarwickMSP20110517.jpg,Tricia Marwick
Member of the 3rd Scottish Parliament,Rhona Brankin,Q544064,2007-05-03,2011-03-22,female,1950-01-19,,Rhona Brankin.jpg,Rhona Brankin
Member of the 3rd Scottish Parliament,Sarah Boyack,Q544089,2007-05-03,2011-03-22,female,1961-05-16,,Sarah Boyack MSP.jpg,Sarah Boyack
Member of the 3rd Scottish Parliament,Johann Lamont,Q544698,2007-05-03,2011-03-22,female,1957-07-11,,Johann Lamont 2019.png,Johann Lamont
Member of the 3rd Scottish Parliament,Cathie Craigie,Q544715,2007-05-03,2011-03-22,female,1954-04-14,,Cathy Craigie.jpg,Cathie Craigie
Member of the 3rd Scottish Parliament,Jackie Baillie,Q544729,2007-05-03,2011-03-22,female,1964-01-15,,Jackie Baillie 2018.png,Jackie Baillie
Member of the 3rd Scottish Parliament,Annabel Goldie,Q544742,2007-05-03,2011-03-22,female,1950-02-27,,Official portrait of Baroness Goldie crop 2.jpg,Annabel Goldie
Member of the 3rd Scottish Parliament,Fergus Ewing,Q559022,2007-05-03,2011-03-22,male,1957-09-23,,"Cabinet Secretary for the Rural Economy and Connectivity, Fergus Ewing.png",Fergus Ewing
Member of the 3rd Scottish Parliament,Alex Fergusson,Q559046,2007-05-03,2007-05-14,male,1949-04-08,2018-07-31,AlexFergussonMSP20110511.jpg,Alex Fergusson (politician)
Member of the 3rd Scottish Parliament,Bruce Crawford,Q559391,2007-05-03,2011-03-22,male,1955-02-16,,BruceCrawfordMSP20110509.JPG,Bruce Crawford
Member of the 3rd Scottish Parliament,Stewart Stevenson,Q559613,2007-05-03,2011-03-22,male,1946-10-15,,StewartStevensonMSP20110510.JPG,Stewart Stevenson
Member of the 3rd Scottish Parliament,Alasdair Allan,Q559634,2007-05-03,2011-03-22,male,1971-05-06,,AlasdairAllanMSP20120530.jpg,Alasdair Allan
Member of the 3rd Scottish Parliament,Rob Gibson,Q563410,2007-05-03,2011-03-22,male,1945-10-10,,RobGibsonMSP20110510.JPG,Rob Gibson
Member of the 3rd Scottish Parliament,Brian Adam,Q570298,2007-05-03,2011-03-22,male,1948-06-10,2013-04-25,BrianAdamMSP20070509.jpg,Brian Adam
Member of the 3rd Scottish Parliament,Hugh Henry,Q5931093,2007-05-03,2011-03-22,male,1952-02-12,,HughHenryMSP20110510.JPG,Hugh Henry
Member of the 3rd Scottish Parliament,Liz Smith,Q644208,2007-05-03,2011-03-22,female,1960-02-27,,ElizabethSmithMSP20110508.JPG,Liz Smith (politician)
Member of the 3rd Scottish Parliament,Alasdair Morgan,Q662910,2007-05-03,2011-03-22,male,1945-04-21,,,Alasdair Morgan
Member of the 3rd Scottish Parliament,Nanette Milne,Q6963426,2007-05-03,2011-03-22,female,1942-04-27,,NanetteMilneMSP20110509.JPG,Nanette Milne
Member of the 3rd Scottish Parliament,Cathy Jamieson,Q727460,2007-05-03,2011-03-22,female,1956-11-03,,Cathy Jamieson.jpg,Cathy Jamieson
Member of the 3rd Scottish Parliament,Claire Baker,Q744632,2007-05-03,2011-03-22,female,1971-03-04,,ClaireBakerMSPPortrait.jpg,Claire Baker
Member of the 3rd Scottish Parliament,Rhoda Grant,Q769138,2007-05-03,2011-03-22,female,1963-06-26,,RhodaGrantMSP20110511.JPG,Rhoda Grant
Member of the 3rd Scottish Parliament,Tom McCabe,Q7816757,2007-05-03,2011-03-22,male,1954-04-28,2015-04-19,Tom McCabe.jpg,Tom McCabe
Member of the 3rd Scottish Parliament,Bashir Ahmad,Q809971,2007-05-03,2009-02-06,male,1940-02-12,2009-02-06,,Bashir Ahmad (Scottish politician)
Member of the 3rd Scottish Parliament,Bill Aitken,Q861907,2007-05-03,2011-03-22,male,1947-04-15,,,Bill Aitken (politician)
Member of the 3rd Scottish Parliament,Bill Butler,Q861989,2007-05-03,2011-03-22,male,1956-03-30,,Bb3-billbutler.jpg,Bill Butler (politician)
Member of the 3rd Scottish Parliament,Bill Kidd,Q862234,2007-05-03,2011-03-22,male,1956-07-24,,BillKiddMSP20070509.jpg,Bill Kidd
Member of the 3rd Scottish Parliament,Bill Wilson,Q862664,2007-05-03,2011-03-22,male,1963-12-11,,,Bill Wilson (Scottish politician)
Member of the 3rd Scottish Parliament,Bob Doris,Q887886,2007-05-03,2011-03-22,male,1973-05-11,,BobDorisMSP20110507.JPG,Bob Doris
Member of the 3rd Scottish Parliament,Kenneth Gibson,Q944741,2007-05-03,2011-03-22,male,1961-09-08,,KennethGibsonMSP20110507.JPG,Kenneth Gibson (Scottish politician)
Member of the 3rd Scottish Parliament,Kenny MacAskill,Q983174,2007-05-03,2011-03-22,male,1958-04-28,,"Kenny MacAskill, Cabinet Secretary for Justice (2).jpg",Kenny MacAskill
Member of the 3rd Scottish Parliament,Alex Fergusson,Q559046,2007-05-14,2011-03-22,male,1949-04-08,2018-07-31,AlexFergussonMSP20110511.jpg,Alex Fergusson (politician)
Member of the 3rd Scottish Parliament,Shirley-Anne Somerville,Q2279359,2007-08-31,2011-03-22,female,1974-09-02,,"Minister for Further Education, Higher Education and Science, Shirley Anne Sommerville.png",Shirley-Anne Somerville
